PROJECT_NUMBER,x,y,CLUSTER_ID
161717866,2.406574566749019,-2.5112770847939756,2
161990926,-9.81555475458884,8.733234547745917,0
177116206,-8.133622469191145,5.735256188986446,0
115992803,7.0075997768230796,4.871434951895973,5
116013192,7.160531605556944,5.17904931353774,5
116013448,6.3072654542908,5.975761002197011,5
116013515,-3.957575588372498,-6.877423821396969,5
116013528,6.639744131408951,4.980999853273419,5
116266412,4.554027161243948,-2.54173309875727,2
116266433,10.724999935590365,4.373503977095054,1
119045341,5.510715418866162,5.76511855762667,5
119045570,-4.353267747597683,8.596262717599233,0
119146354,-5.380302336356183,14.44807859147771,0
119361415,5.100606545830683,12.965327667899741,5
119804815,-2.3234450508352062,-6.735523467979452,5
120073615,-3.013854662392654,5.041718605794533,0
121004086,2.6940614485840113,-22.306339485400088,3
122261150,-11.257398573423488,1.7936830917002418,1
147186755,-4.58907504594397,-4.5843343390599784,6
147187582,2.8172596429806407,-19.724001486301397,3
147187606,3.52838011865502,-20.034008499085395,3
147187782,1.6419015789547668,-19.238974954487635,3
147187807,2.9334594562773115,-19.026804242620933,3
147187886,2.6852220620916016,-20.802161181574554,3
147189669,1.5376442291400325,-20.473466027777484,3
147189775,3.2670478364034845,-20.572541076944425,3
147189881,2.0354998432839246,-19.95925241664051,3
147190446,2.276535310980938,-19.362476811077205,3
149404874,1.3608638897634195,-19.811225314948572,3
153768202,-4.7129254431716845,-0.4295843084581449,2
162067282,-6.770375478532169,-1.582664265817753,6
173944513,-0.021051876906305313,-3.896383359560341,2
149738109,2.567074414470715,-20.19119960461279,3
159610375,-6.897215811066267,-2.8795943628440774,2
176573509,6.273262258281852,-12.894550779545474,4
116441779,13.114962022923063,-2.62722517826146,5
147190610,2.0478636666276135,-20.802543553699316,3
147190812,3.4355064093485024,-19.387472059719467,3
129073859,-7.668465680213451,-1.7027211388673633,0
132410309,1.0602281715981459,4.341760974236688,1
132859855,-1.8020290454262513,13.624287120489106,0
176459485,4.693348106202254,-4.504057121092771,2
119374152,-4.965864591625438,12.322062576841114,0
121017610,4.6450603723704615,12.846408711194046,1
124980664,2.0938227910126317,-16.083958699809283,1
125065420,-6.621928646759065,13.507973710957833,0
140226509,1.1491215934891597,-6.3589194292062725,2
157695491,3.9708052391464013,4.075695065687566,1
172471341,-8.521233833582697,13.251265238691495,0
169566431,9.354212400761313,-2.4968844666849446,6
159690998,-7.0607958789359095,8.891210373872417,0
162722516,-10.967359174511005,2.3852937335521442,0
165640073,-3.987211743181691,3.3473015540779363,0
174036709,0.3674401363513299,-8.458186740154558,1
118716833,3.961980364111118,-0.5673471864792435,6
117053422,-3.6218657676820856,14.917080083633822,0
117099790,6.9123970528810235,-7.468405198074281,2
117242969,13.174912420264212,-0.714594086336712,6
118563948,4.33897212721722,11.769591907096286,1
118564154,12.071121611341301,-0.36201607466406915,6
119027596,1.459274610250178,-7.82031288332906,1
117336896,-8.306396481429283,6.233868158711986,0
117352947,13.204490606123253,-0.7248749691293939,1
129171101,-2.5535555340183302,7.121396405773545,0
129171135,-2.390187369202227,7.4754386178625545,0
159428793,-5.7112808315694465,9.475786645099994,0
118441226,-9.386404654542154,-2.3563985976694046,2
119867383,-3.093776075758307,2.4939945204842524,2
166752143,-8.881519288877879,3.904176461351935,0
118451415,4.202081114339104,-0.3289351977765872,2
118459026,0.8113400054379358,1.4698834721540157,1
182715019,-13.43652615274152,1.5281898314735731,1
118556332,6.981833472697894,-8.656805809879474,1
119004748,-0.20855033603281906,6.722417413276842,2
159430570,9.239864386385293,0.6446592124309062,6
162608962,-11.657954122705673,-2.7251891276674347,0
168971159,-7.111276166449304,5.255286658006991,0
169565879,-7.379551290522823,2.117287369298728,0
167580114,1.3835704990322384,-4.917586305168456,2
167583989,-7.36945141821995,0.19914630620037332,6
176015343,-9.584564036464624,4.103341412811341,0
161615514,7.381736596187903,-1.5926201318989415,6
118873054,-5.821006488392121,2.590230857930501,0
122185194,7.439946225628131,1.3981975512852771,6
122263868,2.1416767866631217,-10.761178625054523,0
129814059,-5.209824808624347,-1.8246770819400917,2
120980234,4.065791689805916,1.4270460480310887,2
121578353,7.843958602168288,-6.239533566326299,4
159888567,4.621501374374609,-7.447873855605079,2
143111074,-3.5229278868268366,12.587984374058708,0
122072788,4.129746055653306,-4.17026824220539,2
122079691,-0.8981898112843822,1.1796768580705759,2
150800425,3.6950302971230458,-3.939246410675388,2
122642771,-10.830145299353275,10.059380788983805,0
125069965,-4.282255763694915,10.659177024929269,0
182045978,6.2488822224596365,-13.016960764589319,4
132427542,10.011039439726297,-1.1625515207447803,6
138202839,11.706560201961874,3.6117018229335875,1
145361733,-9.203755438081098,1.7959604999675678,1
169578908,-1.848905123237166,0.7288537483471403,2
126022376,11.60207491421727,-8.301063992890844,6
126022780,-6.337388905429444,-9.332038237298066,6
129171533,-7.495694453811912,-6.4960598868850665,0
129072952,5.252843624424652,-8.153601398311206,1
142228339,5.811258795411194,-2.9174116459266917,2
129108524,-4.118314790683679,-2.538791478600047,2
129109636,-4.342582166396601,-1.8111395024574062,2
129123982,0.8751375845900523,-1.900394817566802,1
129128540,10.950484712170537,5.687300968866071,1
139576199,3.95561606601738,13.35321236198989,1
139576418,3.576443388768595,14.704722957019897,1
139576539,3.2165116907917084,13.343726837818513,1
129128206,-9.726335777633874,6.958158944604106,0
129128266,-1.923243252018529,-9.112650342303137,1
129178407,-1.564210896892273,8.6007768053747,0
176357876,-7.706528146987176,4.57229425894379,0
132402932,-7.1648447289961394,7.492542530362968,0
169802335,-3.66438927561703,9.688154597090262,0
132851666,-1.760352313118294,-2.5256046733710944,2
133750856,2.59653915440308,1.8927980450859037,2
133160912,2.105636082889427,-4.885535923892045,2
140829946,-0.015919361293308586,11.91442662349605,0
143119322,8.82567252529915,6.58287148397724,2
144626526,7.067088022819119,-8.768008186161834,1
145361970,-1.1394772868515237,2.1219538406684992,2
149388510,-2.779426920858126,-11.418771293774,1
145465028,-7.857203332867153,11.379071431594669,0
150942106,4.666512486292788,-10.573814292509725,1
150941717,9.450185056364138,-7.687412893440019,2
145809938,3.582736333213875,1.159405286097135,2
145569730,7.242147382553828,-0.3197224000411874,6
145570013,7.083179906048769,0.2843836594499215,6
146108921,-3.8514737207960645,-1.3150712420387862,2
145746180,-3.0705104550705906,-1.493479820400765,2
145747199,-2.563944027142537,-2.2689655314869555,2
160313297,1.1641963363949477,-4.3530067362483456,2
147425413,0.6608364916782138,-12.370264110263047,1
148529473,-13.833461052242095,4.114724944474103,5
148298082,0.6584758536761269,-12.370251672577762,1
148411924,2.256313282951515,-18.60451441666037,3
149393824,10.022806895928195,-13.32192535025727,1
149393094,0.15458877899669124,-5.39920633589771,2
149393364,10.001158063240094,-13.049282487995278,1
149393372,10.018976350745838,-13.768379111486475,1
149786498,0.4554504934352069,1.8757471156278025,2
149786842,2.4376817341378265,1.4944514131032385,2
149786854,-6.426133668952221,6.884716957410488,0
149786863,9.247285042318165,7.014825607019037,1
149786874,-2.1344509731449506,2.7853724764649437,2
149916290,-1.4377430737628363,-0.8453549017493234,0
149916292,-7.264417186683096,11.146309177870425,0
149917051,6.932339361084157,-7.111774134935221,2
151096086,3.4002731027680575,-1.230916575416144,2
151117564,6.573981144800266,9.062912006473393,2
158918865,-6.838547655592302,6.38100992278085,0
157204908,2.5297828940375076,-8.785918615855143,1
151885663,-9.411184708930357,5.511945115951872,0
151886328,4.829901200445181,2.7677216107169857,2
152979046,-9.535314976385461,9.67039666919968,0
173400745,-2.4100620130565997,1.9201700380156368,2
153641489,-2.1523818254659393,6.286799755400536,0
176574399,-3.83863434854205,7.076617069682265,0
156310964,1.2475544990622174,-0.2997941140443913,6
154124118,4.705903529961705,2.7637660694361763,2
173660438,7.680046997058492,3.63816488958841,1
160483183,5.825525663719436,1.7013341736142233,1
155492474,10.121429048090839,-4.560947801375473,6
154612986,-6.31789860192631,5.1393485629253535,0
154695109,5.352403920998394,-5.73914050499961,2
163513246,-3.5801248292266146,11.812668141154337,0
172467697,-3.35555300736297,10.315750922728604,0
154781270,-1.789213663804156,-4.668294267479344,4
155781004,-6.207061842165449,11.069521045298531,0
156031143,-2.5171133535549384,-2.5846805036778338,2
156294587,1.1398875875915733,-4.91620254998042,2
159432125,-1.0224907822975375,2.0700101823955173,2
173016551,-3.7293092436387676,7.584965584044495,0
156310283,-6.608762855320406,12.632731735674017,0
158783665,-9.723465840230672,10.688761585091076,0
161616077,-8.037196603070884,8.639653332136012,0
156608949,9.247717716585877,-3.9425210648912032,6
157644559,-3.796996740625071,9.160999793531238,0
